Nome,Tamanho (KB),Link,Data de Criação
SAP,24018,https://github.com/paratemper/SAP,2019-08-09T03:26:15Z
ABAP2XLSX,23762,https://github.com/gab1022/ABAP2XLSX,2023-06-16T04:27:28Z
abap2xlsx,23762,https://github.com/Garlyhe/abap2xlsx,2023-06-16T05:35:50Z
Abap2xls,23574,https://github.com/pmallikarjun/Abap2xls,2022-01-25T14:31:18Z
Abapgit_Arjun,23054,https://github.com/IN22382/Abapgit_Arjun,2021-11-17T07:50:08Z
excel,23004,https://github.com/sivameegada/excel,2022-06-07T15:02:12Z
ABAPGitExcel,22993,https://github.com/luizfiuza/ABAPGitExcel,2021-10-28T08:01:25Z
abap2xlsx,22622,https://github.com/zaveleous/abap2xlsx,2020-02-26T08:25:10Z
abap,22596,https://github.com/ambkps/abap,2019-08-28T14:51:04Z
Dhariniv,22492,https://github.com/Dharinisap/Dhariniv,2025-04-25T08:54:54Z
abap2xlsx,20922,https://github.com/grillo8585/abap2xlsx,2022-07-22T16:03:02Z
abap2xlsx_ES,20903,https://github.com/gabrielros/abap2xlsx_ES,2017-07-21T18:44:06Z
https-github.com-ivanfemia-abap2xlsx,20869,https://github.com/NonGrande/https-github.com-ivanfemia-abap2xlsx,2018-06-04T03:33:31Z
ABAP-SDK-for-Azure,20428,https://github.com/microsoft/ABAP-SDK-for-Azure,2018-03-10T20:01:50Z
SAP,20100,https://github.com/dongjindu/SAP,2014-05-13T21:41:53Z
odd-abap,19992,https://github.com/lwoodblake/odd-abap,2019-03-23T16:24:42Z
haday,19969,https://github.com/lxxxl123/haday,2022-10-19T10:17:15Z
ABAP-SDK-for-Azure,19296,https://github.com/akchaithanya1980/ABAP-SDK-for-Azure,2023-04-03T20:07:40Z
SAP_ABAP,18496,https://github.com/Vinchd/SAP_ABAP,2024-05-30T14:51:46Z
ABAPToTheFuture04,17068,https://github.com/hardyp/ABAPToTheFuture04,2021-02-10T06:10:30Z
Development,15415,https://github.com/gopikrishna705/Development,2025-07-22T16:39:24Z
AWS_ABAP_SDK,15336,https://github.com/sriramrokkam/AWS_ABAP_SDK,2023-11-06T06:05:27Z
GCP_ABAP_SDK,15336,https://github.com/sriramrokkam/GCP_ABAP_SDK,2023-11-06T06:02:07Z
dev4s4c-bootcamp,15122,https://github.com/jcailan/dev4s4c-bootcamp,2023-07-19T11:45:08Z
impl_patterns-state,15120,https://github.com/matthew-developer/impl_patterns-state,2020-01-10T12:22:16Z
Apostilas-SAP-ABAP,14361,https://github.com/GabrielCordeiroBarrosoTeles/Apostilas-SAP-ABAP,2023-09-06T16:53:07Z
ABAP,14133,https://github.com/HugoAntt/ABAP,2024-05-02T13:32:29Z
abap-codes,13703,https://github.com/rafaquadros/abap-codes,2016-03-05T20:31:33Z
teched2020-DAT262,13619,https://github.com/SAP-archive/teched2020-DAT262,2020-10-19T15:32:28Z
ABAPPushChannel,13356,https://github.com/CodeSAPWithNikhil/ABAPPushChannel,2025-02-15T10:56:47Z
SAP-ABAP-Development,13027,https://github.com/MislavJaksic/SAP-ABAP-Development,2017-07-07T05:41:01Z
SAP-ABAP,12798,https://github.com/hiranmayigudluri/SAP-ABAP,2025-07-31T08:21:36Z
Material-Master-Upload-BDC-Project-for-MM01-,12630,https://github.com/PoojaKhoday/Material-Master-Upload-BDC-Project-for-MM01-,2025-08-05T07:31:52Z
SD-MM-MODULE,12472,https://github.com/SYNC5-Project-CL2/SD-MM-MODULE,2024-12-22T22:58:13Z
SAP-ABAP,11957,https://github.com/LovelLinan/SAP-ABAP,2024-01-23T05:29:22Z
ZICA_ML,11900,https://github.com/lucattelli/ZICA_ML,2014-12-05T16:01:17Z
SAPFOODIE,11429,https://github.com/hsh6264/SAPFOODIE,2022-11-07T08:32:11Z
SAPFOODIE,11382,https://github.com/chanil11/SAPFOODIE,2022-11-07T08:15:49Z
Teched17,11366,https://github.com/jasper07/Teched17,2017-08-11T07:41:30Z
abap,11346,https://github.com/Anupam2386/abap,2023-04-14T07:29:54Z
TechED2017byJasper07,11346,https://github.com/anugrahgj/TechED2017byJasper07,2022-02-03T07:33:33Z
SAP-ABAP,11142,https://github.com/Pandiyarajan1997/SAP-ABAP,2024-10-03T09:35:13Z
abapgit,10702,https://github.com/Abaper1025/abapgit,2023-06-14T05:28:38Z
SAP-ABAP,10557,https://github.com/jegadesh213/SAP-ABAP,2024-07-03T05:12:47Z
impl_patterns-methods,10109,https://github.com/matthew-developer/impl_patterns-methods,2020-01-10T12:21:13Z
ZOTC,9956,https://github.com/manu02323/ZOTC,2020-10-19T19:43:42Z
xxabap,9812,https://github.com/2200749497/xxabap,2022-05-27T09:10:37Z
abapgit,9755,https://github.com/kchittagit/abapgit,2022-05-16T04:39:34Z
downport,9662,https://github.com/abapGit/downport,2020-05-31T17:40:43Z
Tennis-Refactoring-Kata-master,9543,https://github.com/gameoft/Tennis-Refactoring-Kata-master,2018-01-27T09:39:35Z
CAST-SAP-Repo,9308,https://github.com/indumathys/CAST-SAP-Repo,2021-11-16T11:13:54Z
Order-Promising,9216,https://github.com/nimi-soni/Order-Promising,2025-06-26T04:30:29Z
abapGit,9103,https://github.com/mdpgroup/abapGit,2022-04-10T21:32:19Z
SAP-ABAP,8826,https://github.com/NIDHI-PATIL18/SAP-ABAP,2024-08-26T05:55:29Z
upport,8718,https://github.com/abapGit/upport,2020-05-31T17:39:55Z
ABAPGIT,8505,https://github.com/873040/ABAPGIT,2021-05-08T06:32:18Z
Coaching,8445,https://github.com/MaddinJay/Coaching,2020-11-20T15:47:43Z
project-kernseife,8432,https://github.com/SAP/project-kernseife,2025-02-27T09:41:11Z
note,8407,https://github.com/woaff/note,2021-05-29T16:05:35Z
ABAP_ALL,8249,https://github.com/amit3kumar/ABAP_ALL,2021-03-01T21:26:47Z
teched2020-DEV268,8227,https://github.com/SAP-archive/teched2020-DEV268,2020-09-14T11:40:45Z
Abap,8206,https://github.com/Gizemkaragozlu/Abap,2022-10-17T12:53:59Z
abap_library,8092,https://github.com/bharathi1294/abap_library,2024-12-30T13:49:07Z
mcp,8050,https://github.com/abap-ai/mcp,2025-04-19T16:49:03Z
test-abap-aws-lambda,8013,https://github.com/JohannesKonings/test-abap-aws-lambda,2020-05-04T17:28:13Z
zpk_mara_update,7960,https://github.com/jacekirlik/zpk_mara_update,2024-02-23T10:46:34Z
llm_client,7954,https://github.com/abap-ai/llm_client,2024-12-29T12:15:00Z
yaai_ui,7872,https://github.com/christianjianelli/yaai_ui,2025-06-07T02:41:58Z
primeABAP,7724,https://github.com/zmdf/primeABAP,2022-07-11T10:02:04Z
abap_scheme,7556,https://github.com/nomssi/abap_scheme,2017-11-05T12:12:27Z
SAPABAP,7285,https://github.com/DanKor98/SAPABAP,2023-09-12T09:58:49Z
MBT-Package-Manager,7040,https://github.com/Marc-Bernard-Tools/MBT-Package-Manager,2020-03-12T16:30:43Z
ZALL-E10,7028,https://github.com/abapGitAdmin/ZALL-E10,2021-06-01T09:11:14Z
Module-Pool,6925,https://github.com/yousifheikal/Module-Pool,2025-04-11T15:53:28Z
ABAP-Basic,6653,https://github.com/Rohan-Beta/ABAP-Basic,2025-08-09T11:05:25Z
SYNC2_CL5_STUDY,6487,https://github.com/Seo-YT/SYNC2_CL5_STUDY,2023-01-12T05:38:17Z
AWS_S3_SDK_for_ABAP,6470,https://github.com/aluferraz/AWS_S3_SDK_for_ABAP,2018-02-04T19:41:24Z
abap_vibecode_checker,6423,https://github.com/GunS82/abap_vibecode_checker,2025-07-27T12:40:57Z
abapgitcode,6367,https://github.com/vishalkwatra/abapgitcode,2021-08-23T06:59:00Z
ABAPGit,6359,https://github.com/shashi306/ABAPGit,2020-06-26T17:05:18Z
S4ZAG,6289,https://github.com/avorio-dev/S4ZAG,2023-08-10T13:49:48Z
hello-world,6233,https://github.com/Asurawill/hello-world,2017-12-08T06:18:34Z
Prom,6194,https://github.com/grillo8585/Prom,2024-12-21T18:07:53Z
ABAPGIT,6119,https://github.com/jeevanrajv1901/ABAPGIT,2020-05-23T08:39:03Z
sap2obs,6096,https://github.com/liangzihua/sap2obs,2022-11-05T04:15:57Z
HCL-DevOps-V1,6071,https://github.com/abhilashhaa/HCL-DevOps-V1,2021-08-09T21:09:35Z
abap,6039,https://github.com/chenzhiwen1/abap,2020-04-28T15:43:36Z
modern-abap-curriculum,6031,https://github.com/ceedee666/modern-abap-curriculum,2022-11-30T08:37:35Z
abap_lembretes,6007,https://github.com/Lillow/abap_lembretes,2024-09-25T00:09:06Z
abap.livecoding,5678,https://github.com/soschlegel/abap.livecoding,2020-09-04T08:26:13Z
S4ZAG,5630,https://github.com/Dalfi91/S4ZAG,2024-01-17T15:23:39Z
zabapgit,5628,https://github.com/bibber0612/zabapgit,2019-10-24T11:36:15Z
zabapGit,5623,https://github.com/Ankit4033/zabapGit,2019-10-17T16:17:16Z
proje-kodlari-Final,5588,https://github.com/xryal/proje-kodlari-Final,2024-01-15T15:00:03Z
ABAP,5570,https://github.com/SuellenMiranda/ABAP,2025-01-31T23:00:02Z
abap-deps-ish,5565,https://github.com/jrodriguez-rc/abap-deps-ish,2022-06-25T09:01:48Z
vish_exam,5467,https://github.com/003vishnu/vish_exam,2024-05-03T07:12:50Z
abap_hska,5259,https://github.com/soschlegel/abap_hska,2020-05-08T09:06:57Z
MAR2022,5250,https://github.com/keremkoseoglu/MAR2022,2022-01-29T13:28:27Z
ZMM01,5213,https://github.com/kirankrishna3github/ZMM01,2020-07-12T15:20:44Z
Saravana-Store,5188,https://github.com/Suri-Amburi/Saravana-Store,2020-06-23T05:34:09Z
abapGit,5147,https://github.com/qinhanguyun/abapGit,2019-04-11T08:50:24Z
SAP-ALV-OOPS-DoubleClick,5145,https://github.com/ManjusreeDevarinti/SAP-ALV-OOPS-DoubleClick,2025-07-06T05:59:21Z
abap,5137,https://github.com/hanbao0125/abap,2019-04-01T05:56:57Z
abap,5081,https://github.com/H00fie/abap,2022-02-06T11:54:32Z
SAP2Moose,5075,https://github.com/SAP2Moose/SAP2Moose,2016-01-22T10:18:32Z
PROJECT_COMMON,5060,https://github.com/Vadoid/PROJECT_COMMON,2016-12-21T12:13:36Z
DSLHR80,5032,https://github.com/brkozr58/DSLHR80,2025-08-08T13:00:46Z
bw_trfn_pocketknife,5001,https://github.com/pawelwiejkut/bw_trfn_pocketknife,2018-10-28T19:19:58Z
abapGit,4846,https://github.com/jitendra-git123/abapGit,2020-07-19T22:13:50Z
ABAP,4844,https://github.com/deepakjoshy/ABAP,2021-07-25T15:08:10Z
YTEST001,4653,https://github.com/weiroc/YTEST001,2020-07-06T01:24:37Z
zgeocode,4623,https://github.com/gregorwolf/zgeocode,2022-02-25T12:58:11Z
ABAP-BONN-ZOIPAYM_POSTING,4620,https://github.com/Sadda-SAP-AAho/ABAP-BONN-ZOIPAYM_POSTING,2025-04-14T11:43:34Z
SAP-Vendor-Payment-Analysis,4599,https://github.com/ManjusreeDevarinti/SAP-Vendor-Payment-Analysis,2025-06-23T12:46:33Z
prog3,4587,https://github.com/limcatcat/prog3,2023-06-20T22:06:00Z
shrinker,4578,https://github.com/sandraros/shrinker,2023-09-19T08:06:14Z
SCC_New,4568,https://github.com/tamitdassharma/SCC_New,2024-05-14T16:20:58Z
ZFI,4441,https://github.com/EnbridgeGit/ZFI,2024-04-18T13:44:52Z
aoc.2023,4418,https://github.com/ZalaPanda/aoc.2023,2023-12-02T00:22:15Z
DST,4398,https://github.com/vlutsas/DST,2022-12-02T23:34:36Z
simple_acc_post,4073,https://github.com/Cemokacem/simple_acc_post,2025-01-19T23:07:28Z
simple_acc_post,4057,https://github.com/alfonsogildegea/simple_acc_post,2017-01-04T15:10:00Z
ABAP_HOJASDERUTA,4052,https://github.com/luismeneses97/ABAP_HOJASDERUTA,2025-08-04T19:33:03Z
abap_cheat_sheet,4038,https://github.com/pmodran/abap_cheat_sheet,2025-03-06T08:13:16Z
Employee-Leave-Data-Analysis-and-Reporting-using-SAP-ABAP,4010,https://github.com/mayanbhandari/Employee-Leave-Data-Analysis-and-Reporting-using-SAP-ABAP,2025-02-28T07:46:42Z
SAP-MDG-Dynamic-Validation,3953,https://github.com/nimi-soni/SAP-MDG-Dynamic-Validation,2025-06-11T15:40:16Z
ABAP_Portfolio,3850,https://github.com/YOUNBEOM-KIM/ABAP_Portfolio,2025-05-10T14:56:35Z
abapEasyDev,3850,https://github.com/Kaszub09/abapEasyDev,2025-01-08T08:33:11Z
impl_patterns-behavior,3812,https://github.com/matthew-developer/impl_patterns-behavior,2020-01-10T12:19:38Z
30ZDTE_MX,3811,https://github.com/OrangelT/30ZDTE_MX,2025-07-18T18:04:41Z
All-Module_ABAP,3809,https://github.com/SYNC-Project-CL5/All-Module_ABAP,2024-06-26T11:13:33Z
NFTExport,3785,https://github.com/xmsadik/NFTExport,2024-05-20T12:29:13Z
yaai,3692,https://github.com/christianjianelli/yaai,2025-05-21T11:32:11Z
NFT_IMPORT,3682,https://github.com/xcersoylu/NFT_IMPORT,2024-04-16T20:02:28Z
ABAP,3520,https://github.com/songtianen/ABAP,2023-01-02T04:16:14Z
aqo,3503,https://github.com/bizhuka/aqo,2018-03-14T04:02:03Z
VM_DDIC,3399,https://github.com/ivanrostohar/VM_DDIC,2024-05-17T08:20:42Z
ticksys,3399,https://github.com/keremkoseoglu/ticksys,2020-10-21T08:11:49Z
SAP_ABAP,3387,https://github.com/jeffofalltrades/SAP_ABAP,2019-06-14T02:35:25Z
SRYA_extractor,3379,https://github.com/NovisEuforia/SRYA_extractor,2020-05-29T17:01:18Z
google-abap-sdk,3367,https://github.com/neptune-software/google-abap-sdk,2024-03-21T16:41:10Z
ABAP,3362,https://github.com/AndreeaT26/ABAP,2025-03-24T10:15:02Z
addict,3282,https://github.com/keremkoseoglu/addict,2020-10-16T13:44:38Z
lo_argus_abap,3261,https://github.com/shatal0v/lo_argus_abap,2022-10-25T12:11:03Z
ABAP-1,3223,https://github.com/preinboth/ABAP-1,2016-12-27T11:51:31Z
SYNC-SAP-Project,3178,https://github.com/myminzy/SYNC-SAP-Project,2025-06-25T13:59:07Z
Project_2021,3122,https://github.com/JungDS/Project_2021,2021-08-09T01:51:20Z
aisdkforsapabap,3110,https://github.com/microsoft/aisdkforsapabap,2023-04-18T01:46:17Z
code-pal-for-abap,3100,https://github.com/SAP/code-pal-for-abap,2020-04-02T14:05:42Z
gh-copilot-sap,3060,https://github.com/0GiS0/gh-copilot-sap,2023-11-07T09:20:43Z
CodeSnippet,3052,https://github.com/ElanUpper/CodeSnippet,2018-03-03T02:01:10Z
Swaraj_custom_devlopment,3028,https://github.com/Vinay876/Swaraj_custom_devlopment,2024-12-19T06:13:18Z
fsd-on-smartforms,3015,https://github.com/mpavankumar408/fsd-on-smartforms,2025-04-09T06:15:52Z
SAP_Watson_Visual_Recognition,2998,https://github.com/GiovBu/SAP_Watson_Visual_Recognition,2018-06-20T15:19:35Z
SAP_ABAP,2934,https://github.com/hismayilov/SAP_ABAP,2017-09-05T19:58:45Z
ZABAP_RFP,2917,https://github.com/otthong/ZABAP_RFP,2025-06-04T05:53:15Z
zbr_makt_update,2865,https://github.com/ritschmaster/zbr_makt_update,2023-09-25T06:41:34Z
-ODSMFE-DBTABLES,2756,https://github.com/ppandey-ods/-ODSMFE-DBTABLES,2020-04-28T16:04:34Z
ABAP-Programming,2752,https://github.com/TaeHyeong0701/ABAP-Programming,2018-10-21T01:47:25Z
abap,2737,https://github.com/GrupoPHR/abap,2024-08-08T13:35:39Z
ABAP,2713,https://github.com/simatgai08/ABAP,2024-10-24T09:00:18Z
abap-wasm,2681,https://github.com/abap-wasm/abap-wasm,2019-12-27T10:59:08Z
SAP-DevOps,2654,https://github.com/bischat01/SAP-DevOps,2019-10-01T11:27:35Z
code-pal-for-abap,2598,https://github.com/guitaristanbul/code-pal-for-abap,2023-05-17T12:09:36Z
abap-db-browser,2585,https://github.com/DevEpos/abap-db-browser,2019-11-19T20:22:00Z
abapOpenChecks,2585,https://github.com/larshp/abapOpenChecks,2014-07-07T05:57:23Z
SWM-2024-Bootcamp,2515,https://github.com/MaddinJay/SWM-2024-Bootcamp,2024-02-13T13:52:59Z
CaseStudy-Target,2510,https://github.com/r3sm/CaseStudy-Target,2021-06-22T00:48:27Z
ZTCT,2482,https://github.com/ZEdwin/ZTCT,2013-08-21T13:30:50Z
SIRIO_SAP,2453,https://github.com/hkhahaha/SIRIO_SAP,2019-09-26T05:48:56Z
Travel-APP-SAP-Project,2447,https://github.com/ivnkml/Travel-APP-SAP-Project,2025-06-15T14:08:09Z
YNFT_IMPORT12,2425,https://github.com/xcersoylu/YNFT_IMPORT12,2024-12-19T20:16:58Z
Smart-Debugger,2422,https://github.com/ysichov/Smart-Debugger,2020-07-26T18:07:46Z
CodigosUteis-Abap,2412,https://github.com/GabrielCosta-Abap/CodigosUteis-Abap,2022-12-19T14:40:18Z
steampunk-helper,2343,https://github.com/MartinPankraz/steampunk-helper,2023-06-20T14:15:36Z
abap_w3mi_poller,2334,https://github.com/sbcgua/abap_w3mi_poller,2017-01-07T11:34:41Z
YNFT_IMPORT,2319,https://github.com/xcersoylu/YNFT_IMPORT,2024-05-22T06:46:26Z
clean-code,2267,https://github.com/OrigamiDZ/clean-code,2020-03-31T12:15:47Z
ZMM,2242,https://github.com/EnbridgeGit/ZMM,2024-01-09T15:28:35Z
zvdb,2220,https://github.com/oisee/zvdb,2023-11-19T21:22:14Z
ABAP-RayTracer,2163,https://github.com/pixelbaker/ABAP-RayTracer,2017-08-18T11:54:04Z
trip-kata,2150,https://github.com/GrantMynott/trip-kata,2020-05-19T12:57:15Z
abap-cheat-sheets,2130,https://github.com/xabi3s/abap-cheat-sheets,2024-04-18T08:00:21Z
ABAP,2130,https://github.com/diegopsl0202/ABAP,2024-04-25T18:49:25Z
ABAP_Programs,2117,https://github.com/TomiCoronado/ABAP_Programs,2022-01-06T19:04:39Z
sync,2108,https://github.com/ellinlee/sync,2025-01-02T03:48:29Z
abapcheatsheet,2107,https://github.com/ajujare1/abapcheatsheet,2024-04-24T04:29:04Z
Homsoft,2071,https://github.com/rafaelfvalim/Homsoft,2020-02-07T19:22:40Z
SAP-ABAP-LIBRARY-SYSTEM-PROJECT,2056,https://github.com/Debabrata-Barui/SAP-ABAP-LIBRARY-SYSTEM-PROJECT,2021-12-26T07:14:33Z
adtygpt,2051,https://github.com/rajpal151/adtygpt,2022-09-08T07:15:38Z
ABAP_CLD_ZLOCAL,2044,https://github.com/anugrahgj/ABAP_CLD_ZLOCAL,2022-02-06T11:26:28Z
sap-abap-trainee,2044,https://github.com/marcelcr98/sap-abap-trainee,2023-07-04T22:12:40Z
zyvz_my_repo,2043,https://github.com/34267094342/zyvz_my_repo,2021-03-14T19:11:34Z
abap-search-tools,2028,https://github.com/DevEpos/abap-search-tools,2019-08-01T19:35:06Z
WF-FLEX,2013,https://github.com/cssluism/WF-FLEX,2025-01-23T17:01:52Z
LIBRARY-SYSTEM-SAP-ABAP,2011,https://github.com/sibisr/LIBRARY-SYSTEM-SAP-ABAP,2022-10-18T03:56:38Z
abap_structured_alv_sd_report,2010,https://github.com/argelcapela/abap_structured_alv_sd_report,2024-03-25T00:54:02Z
SAP-ABAP,1996,https://github.com/CodeAnkitK/SAP-ABAP,2024-05-23T12:00:59Z
abapMermaid,1989,https://github.com/WegnerDan/abapMermaid,2022-04-10T20:16:59Z
ABAP-Library,1989,https://github.com/VladislavVasilyev/ABAP-Library,2014-09-02T13:32:06Z
trip-service-kata,1988,https://github.com/mzampetakis/trip-service-kata,2019-06-07T18:51:16Z
ZAL30,1975,https://github.com/irodrigob/ZAL30,2019-05-21T16:09:18Z
EXA_SCC,1961,https://github.com/tamitdassharma/EXA_SCC,2025-04-16T11:23:02Z
YNFT_IMPORT3,1945,https://github.com/xcersoylu/YNFT_IMPORT3,2024-06-12T14:21:42Z
xtt,1940,https://github.com/bizhuka/xtt,2018-02-08T06:31:13Z
eBeyanname,1919,https://github.com/xmsadik/eBeyanname,2025-08-15T06:41:32Z
AbapLibrary,1909,https://github.com/FurkanAydn61/AbapLibrary,2024-03-08T12:04:55Z
EHO20250605,1904,https://github.com/xcersoylu/EHO20250605,2025-06-05T09:48:40Z
zbpc,1899,https://github.com/lucodealethea/zbpc,2018-05-24T06:20:29Z
sap-flights-project,1882,https://github.com/qqq03/sap-flights-project,2025-05-24T05:20:50Z
abapGIT-merged,1880,https://github.com/mbtools/abapGIT-merged,2020-02-13T13:50:31Z
Beyanname,1871,https://github.com/ozdemiryigit/Beyanname,2025-02-26T07:04:33Z
EHO3,1828,https://github.com/xcersoylu/EHO3,2025-02-21T09:34:36Z
carol-in-hr,1821,https://github.com/lwoodblake/carol-in-hr,2019-05-13T14:28:21Z
SAP-Developer-Code-Challenge,1812,https://github.com/nomssi/SAP-Developer-Code-Challenge,2023-05-14T01:21:08Z
abap,1797,https://github.com/piemontese/abap,2017-12-30T15:29:33Z
Product-Hierarchy,1778,https://github.com/ipravir/Product-Hierarchy,2023-05-22T19:58:41Z
PS_ZPS_DEV,1777,https://github.com/arunava850/PS_ZPS_DEV,2024-05-15T15:57:56Z
ynft_import,1767,https://github.com/xmsadik/ynft_import,2024-08-23T12:51:18Z
CORSO_ABAP,1761,https://github.com/GianlucaCollot/CORSO_ABAP,2023-03-09T13:12:00Z
moodle,1756,https://github.com/bvargassnp/moodle,2022-02-17T18:06:46Z
SAP-ALV-Pivot,1737,https://github.com/sozergul/SAP-ALV-Pivot,2024-03-25T19:10:40Z
AMDP_Pretty_Printer,1735,https://github.com/fmabap/AMDP_Pretty_Printer,2022-03-05T19:52:36Z
FLIGHT,1720,https://github.com/FlyGst/FLIGHT,2025-02-28T12:18:04Z
IVP,1703,https://github.com/mviiep/IVP,2025-07-29T12:08:08Z
mutabakat02,1697,https://github.com/ozdemiryigit/mutabakat02,2025-05-23T14:37:35Z
YNFT_IMPORT11,1678,https://github.com/xcersoylu/YNFT_IMPORT11,2024-12-19T18:13:00Z
YNFT_IMPORT9,1671,https://github.com/xcersoylu/YNFT_IMPORT9,2024-08-23T15:45:08Z
YNFT_IMPORT10,1671,https://github.com/xcersoylu/YNFT_IMPORT10,2024-08-23T16:19:08Z
tripServiceKata,1665,https://github.com/codingkata/tripServiceKata,2019-09-05T14:31:59Z
newWB,1658,https://github.com/sunil-abap/newWB,2024-08-07T06:53:19Z
YNFT26062025,1647,https://github.com/xcersoylu/YNFT26062025,2025-06-26T10:36:13Z
PMAJHI,1645,https://github.com/PPmajhi/PMAJHI,2023-06-05T03:49:31Z
trip-service-kata,1636,https://github.com/enricjorda/trip-service-kata,2019-08-23T12:17:10Z
abap-i18n-checker,1633,https://github.com/stockbal/abap-i18n-checker,2021-05-15T16:20:53Z
abapPM,1627,https://github.com/abapPM/abapPM,2022-01-21T13:43:22Z
abap-practice,1623,https://github.com/stonewm/abap-practice,2020-06-24T07:14:59Z
Code,1619,https://github.com/xXFracXx/Code,2015-11-29T02:31:31Z
Abap-Notlari,1613,https://github.com/Gizemkaragozlu/Abap-Notlari,2022-12-28T09:32:19Z
falv,1605,https://github.com/fidley/falv,2016-03-11T09:39:33Z
kata-trip-service,1601,https://github.com/yaelle6/kata-trip-service,2021-07-12T07:06:32Z
NFTImport2,1601,https://github.com/xmsadik/NFTImport2,2024-05-20T13:38:17Z
trip-service-kata,1586,https://github.com/larserdmann/trip-service-kata,2019-10-09T11:10:49Z
TripServiceKata,1580,https://github.com/a-27m/TripServiceKata,2021-04-14T19:13:14Z
ZPK_BM_LIB,1577,https://github.com/batmanbk25/ZPK_BM_LIB,2024-03-21T04:15:58Z
BOPF,1577,https://github.com/alexalmeidabr/BOPF,2021-02-16T16:20:30Z
YNFT_IMPORT6,1555,https://github.com/xcersoylu/YNFT_IMPORT6,2024-07-10T10:58:58Z
open-abap-core,1549,https://github.com/open-abap/open-abap-core,2020-09-30T15:56:18Z
AutoItRTE4ABAP,1540,https://github.com/isnoopytokky/AutoItRTE4ABAP,2017-01-15T08:36:53Z
Curso-ABAP,1537,https://github.com/LucasAlvesG/Curso-ABAP,2024-02-22T17:25:49Z
GoToHell,1526,https://github.com/OCTO-COLA/GoToHell,2023-09-15T12:43:10Z
llm_coder,1524,https://github.com/abap-ai/llm_coder,2025-02-03T22:00:48Z
AMDP_pretty,1512,https://github.com/jindong1978/AMDP_pretty,2023-03-23T02:53:52Z
Abap_Utils,1510,https://github.com/gabriel-cavalheiro/Abap_Utils,2024-07-03T13:44:20Z
ZOIPAYM_POSTING,1506,https://github.com/Bonn-Nutrients-Pvt-Ltd/ZOIPAYM_POSTING,2025-06-18T08:35:51Z
smartfactory,1496,https://github.com/tan0426/smartfactory,2022-11-22T00:25:47Z
abap_open_checks,1485,https://github.com/parmaesh-chary/abap_open_checks,2023-11-27T07:35:28Z
